filename,image_id,group_id,cnt_people,cnt_group,box_detected_person,group_box,box_within_group,cnt_person_within_group,person_box_is_unreal_person,has_unreal,source,id
490274222305640.jpg,19.0,0.0,6.0,1.0,"[[22, 428, 35, 462], [169, 428, 181, 456], [183, 430, 191, 456], [209, 429, 222, 466], [336, 435, 351, 469], [399, 431, 415, 477]]","[169, 428, 191, 456]","[[169, 428, 181, 456], [183, 430, 191, 456]]",2.0,,False,mapillary,490274222305640
1451530868605101.jpg,21.0,0.0,5.0,1.0,"[[36, 417, 55, 482], [49, 420, 67, 480], [99, 426, 133, 502], [203, 444, 218, 478], [256, 432, 282, 482]]","[36, 417, 67, 482]","[[36, 417, 55, 482], [49, 420, 67, 480]]",2.0,,False,mapillary,1451530868605101
1114748555685851.jpg,22.0,0.0,7.0,2.0,"[[278, 479, 288, 506], [303, 484, 313, 510], [312, 478, 329, 526], [329, 487, 342, 529], [344, 484, 359, 528], [360, 497, 387, 530], [405, 481, 439, 571]]","[312, 478, 342, 529]","[[312, 478, 329, 526], [329, 487, 342, 529]]",2.0,,False,mapillary,1114748555685851
1114748555685851.jpg,22.0,1.0,7.0,2.0,"[[278, 479, 288, 506], [303, 484, 313, 510], [312, 478, 329, 526], [329, 487, 342, 529], [344, 484, 359, 528], [360, 497, 387, 530], [405, 481, 439, 571]]","[344, 484, 387, 530]","[[344, 484, 359, 528], [360, 497, 387, 530]]",2.0,,False,mapillary,1114748555685851
404943268981013.jpg,23.0,0.0,3.0,1.0,"[[442, 491, 461, 535], [456, 480, 485, 570], [494, 490, 515, 572]]","[456, 480, 515, 572]","[[456, 480, 485, 570], [494, 490, 515, 572]]",2.0,,False,mapillary,404943268981013
115239163964105.jpg,25.0,0.0,3.0,1.0,"[[9, 318, 55, 426], [721, 324, 743, 378], [744, 311, 770, 380]]","[721, 311, 770, 380]","[[721, 324, 743, 378], [744, 311, 770, 380]]",2.0,,False,mapillary,115239163964105
549216276400575.jpg,26.0,0.0,2.0,1.0,"[[162, 324, 187, 381], [189, 313, 215, 382]]","[162, 313, 215, 382]","[[162, 324, 187, 381], [189, 313, 215, 382]]",2.0,,False,mapillary,549216276400575
4650330628408847.jpg,30.0,0.0,9.0,2.0,"[[130, 405, 150, 428], [357, 417, 386, 491], [408, 410, 439, 485], [432, 405, 455, 471], [522, 406, 531, 431], [531, 400, 539, 433], [539, 406, 552, 434], [755, 426, 778, 483], [958, 403, 971, 440]]","[357, 405, 455, 491]","[[357, 417, 386, 491], [408, 410, 439, 485], [432, 405, 455, 471]]",3.0,,False,mapillary,4650330628408847
4650330628408847.jpg,30.0,1.0,9.0,2.0,"[[130, 405, 150, 428], [357, 417, 386, 491], [408, 410, 439, 485], [432, 405, 455, 471], [522, 406, 531, 431], [531, 400, 539, 433], [539, 406, 552, 434], [755, 426, 778, 483], [958, 403, 971, 440]]","[522, 400, 552, 434]","[[522, 406, 531, 431], [531, 400, 539, 433], [539, 406, 552, 434]]",3.0,,False,mapillary,4650330628408847
1234231690312854.jpg,32.0,0.0,2.0,1.0,"[[919, 362, 929, 383], [927, 359, 937, 385]]","[919, 359, 937, 385]","[[919, 362, 929, 383], [927, 359, 937, 385]]",2.0,,False,mapillary,1234231690312854
1147077859475820.jpg,34.0,0.0,9.0,1.0,"[[27, 431, 37, 462], [75, 434, 87, 465], [154, 429, 172, 468], [291, 420, 310, 465], [309, 419, 322, 462], [335, 446, 443, 693], [438, 416, 465, 481], [547, 400, 560, 430], [643, 394, 655, 423]]","[291, 419, 322, 465]","[[291, 420, 310, 465], [309, 419, 322, 462]]",2.0,"[27, 431, 37, 462]",False,mapillary,1147077859475820
939163610094695.jpg,36.0,0.0,2.0,1.0,"[[641, 450, 663, 519], [665, 444, 693, 518]]","[641, 444, 693, 519]","[[641, 450, 663, 519], [665, 444, 693, 518]]",2.0,,False,mapillary,939163610094695
363436363528462.jpg,38.0,0.0,12.0,4.0,"[[266, 357, 285, 411], [293, 367, 305, 395], [305, 361, 323, 408], [323, 360, 334, 395], [334, 359, 345, 391], [349, 358, 358, 380], [356, 353, 367, 379], [381, 356, 390, 377], [454, 340, 503, 374], [891, 304, 935, 354], [961, 314, 991, 352], [993, 318, 1023, 415]]","[293, 360, 334, 395]","[[293, 367, 305, 395], [323, 360, 334, 395]]",2.0,,False,mapillary,363436363528462
363436363528462.jpg,38.0,1.0,12.0,4.0,"[[266, 357, 285, 411], [293, 367, 305, 395], [305, 361, 323, 408], [323, 360, 334, 395], [334, 359, 345, 391], [349, 358, 358, 380], [356, 353, 367, 379], [381, 356, 390, 377], [454, 340, 503, 374], [891, 304, 935, 354], [961, 314, 991, 352], [993, 318, 1023, 415]]","[305, 359, 345, 408]","[[305, 361, 323, 408], [323, 360, 334, 395], [334, 359, 345, 391]]",3.0,,False,mapillary,363436363528462
363436363528462.jpg,38.0,2.0,12.0,4.0,"[[266, 357, 285, 411], [293, 367, 305, 395], [305, 361, 323, 408], [323, 360, 334, 395], [334, 359, 345, 391], [349, 358, 358, 380], [356, 353, 367, 379], [381, 356, 390, 377], [454, 340, 503, 374], [891, 304, 935, 354], [961, 314, 991, 352], [993, 318, 1023, 415]]","[349, 353, 367, 380]","[[349, 358, 358, 380], [356, 353, 367, 379]]",2.0,,False,mapillary,363436363528462
363436363528462.jpg,38.0,3.0,12.0,4.0,"[[266, 357, 285, 411], [293, 367, 305, 395], [305, 361, 323, 408], [323, 360, 334, 395], [334, 359, 345, 391], [349, 358, 358, 380], [356, 353, 367, 379], [381, 356, 390, 377], [454, 340, 503, 374], [891, 304, 935, 354], [961, 314, 991, 352], [993, 318, 1023, 415]]","[891, 304, 991, 354]","[[891, 304, 935, 354], [961, 314, 991, 352]]",2.0,,False,mapillary,363436363528462
165105305518766.jpg,39.0,0.0,6.0,1.0,"[[398, 352, 434, 411], [522, 270, 656, 538], [540, 364, 573, 415], [805, 342, 833, 411], [923, 317, 968, 435], [981, 325, 1017, 430]]","[923, 317, 1017, 435]","[[923, 317, 968, 435], [981, 325, 1017, 430]]",2.0,,False,mapillary,165105305518766
257119726194207.jpg,44.0,0.0,12.0,1.0,"[[0, 226, 16, 298], [26, 226, 63, 307], [145, 257, 176, 329], [174, 256, 197, 308], [620, 286, 634, 322], [647, 280, 667, 329], [697, 235, 774, 490], [699, 285, 720, 334], [824, 292, 847, 369], [845, 293, 875, 370], [873, 303, 904, 371], [904, 290, 966, 411]]","[824, 292, 875, 370]","[[824, 292, 847, 369], [845, 293, 875, 370]]",2.0,,False,mapillary,257119726194207
532422478125233.jpg,45.0,0.0,7.0,3.0,"[[123, 275, 279, 544], [276, 281, 350, 446], [346, 300, 408, 456], [523, 321, 561, 404], [545, 328, 567, 395], [573, 331, 601, 398], [601, 335, 622, 402]]","[276, 281, 408, 456]","[[276, 281, 350, 446], [346, 300, 408, 456]]",2.0,,False,mapillary,532422478125233
532422478125233.jpg,45.0,1.0,7.0,3.0,"[[123, 275, 279, 544], [276, 281, 350, 446], [346, 300, 408, 456], [523, 321, 561, 404], [545, 328, 567, 395], [573, 331, 601, 398], [601, 335, 622, 402]]","[523, 321, 567, 404]","[[523, 321, 561, 404], [545, 328, 567, 395]]",2.0,,False,mapillary,532422478125233
532422478125233.jpg,45.0,2.0,7.0,3.0,"[[123, 275, 279, 544], [276, 281, 350, 446], [346, 300, 408, 456], [523, 321, 561, 404], [545, 328, 567, 395], [573, 331, 601, 398], [601, 335, 622, 402]]","[573, 331, 622, 402]","[[573, 331, 601, 398], [601, 335, 622, 402]]",2.0,,False,mapillary,532422478125233
1124404818070827.jpg,47.0,0.0,5.0,1.0,"[[639, 252, 655, 279], [669, 259, 688, 279], [781, 253, 798, 293], [830, 252, 851, 313], [858, 263, 891, 318]]","[830, 252, 891, 318]","[[830, 252, 851, 313], [858, 263, 891, 318]]",2.0,,False,mapillary,1124404818070827
783493547283845.jpg,48.0,0.0,6.0,1.0,"[[134, 394, 147, 425], [146, 395, 187, 459], [399, 376, 437, 465], [436, 381, 472, 461], [550, 384, 559, 418], [861, 381, 899, 448]]","[399, 376, 472, 465]","[[399, 376, 437, 465], [436, 381, 472, 461]]",2.0,,False,mapillary,783493547283845
117652883714573.jpg,49.0,0.0,3.0,1.0,"[[192, 251, 278, 565], [274, 310, 349, 553], [481, 371, 504, 429]]","[192, 251, 349, 565]","[[192, 251, 278, 565], [274, 310, 349, 553]]",2.0,,False,mapillary,117652883714573
797969569153680.jpg,52.0,0.0,10.0,3.0,"[[303, 303, 317, 340], [315, 310, 331, 340], [328, 306, 343, 339], [340, 314, 350, 336], [374, 309, 429, 455], [416, 310, 426, 335], [423, 313, 432, 336], [476, 299, 494, 346], [506, 302, 523, 346], [572, 305, 588, 344]]","[303, 303, 343, 340]","[[303, 303, 317, 340], [315, 310, 331, 340], [328, 306, 343, 339]]",3.0,,False,mapillary,797969569153680
797969569153680.jpg,52.0,1.0,10.0,3.0,"[[303, 303, 317, 340], [315, 310, 331, 340], [328, 306, 343, 339], [340, 314, 350, 336], [374, 309, 429, 455], [416, 310, 426, 335], [423, 313, 432, 336], [476, 299, 494, 346], [506, 302, 523, 346], [572, 305, 588, 344]]","[416, 310, 432, 336]","[[416, 310, 426, 335], [423, 313, 432, 336]]",2.0,,False,mapillary,797969569153680
797969569153680.jpg,52.0,2.0,10.0,3.0,"[[303, 303, 317, 340], [315, 310, 331, 340], [328, 306, 343, 339], [340, 314, 350, 336], [374, 309, 429, 455], [416, 310, 426, 335], [423, 313, 432, 336], [476, 299, 494, 346], [506, 302, 523, 346], [572, 305, 588, 344]]","[476, 299, 523, 346]","[[476, 299, 494, 346], [506, 302, 523, 346]]",2.0,,False,mapillary,797969569153680
510925593692678.jpg,53.0,0.0,3.0,1.0,"[[202, 317, 223, 354], [763, 313, 790, 367], [807, 315, 831, 366]]","[763, 313, 831, 367]","[[763, 313, 790, 367], [807, 315, 831, 366]]",2.0,,False,mapillary,510925593692678
943566939813250.jpg,54.0,0.0,9.0,2.0,"[[0, 234, 58, 436], [57, 252, 123, 434], [222, 285, 272, 398], [298, 289, 330, 379], [327, 292, 362, 381], [361, 290, 387, 353], [391, 295, 423, 370], [435, 301, 451, 368], [440, 299, 475, 385]]","[0, 234, 123, 436]","[[0, 234, 58, 436], [57, 252, 123, 434]]",2.0,"[435, 301, 451, 368]",False,mapillary,943566939813250
943566939813250.jpg,54.0,1.0,9.0,2.0,"[[0, 234, 58, 436], [57, 252, 123, 434], [222, 285, 272, 398], [298, 289, 330, 379], [327, 292, 362, 381], [361, 290, 387, 353], [391, 295, 423, 370], [435, 301, 451, 368], [440, 299, 475, 385]]","[298, 289, 362, 381]","[[298, 289, 330, 379], [327, 292, 362, 381]]",2.0,"[435, 301, 451, 368]",False,mapillary,943566939813250
706789117009716.jpg,56.0,0.0,9.0,1.0,"[[0, 707, 155, 767], [108, 443, 119, 469], [419, 427, 442, 459], [425, 432, 477, 585], [599, 417, 613, 445], [653, 416, 662, 440], [784, 400, 808, 425], [807, 395, 827, 421], [912, 387, 926, 406]]","[784, 395, 827, 425]","[[784, 400, 808, 425], [807, 395, 827, 421]]",2.0,"[0, 707, 155, 767]",False,mapillary,706789117009716
706789117009716.jpg,56.0,0.0,9.0,1.0,"[[0, 707, 155, 767], [108, 443, 119, 469], [419, 427, 442, 459], [425, 432, 477, 585], [599, 417, 613, 445], [653, 416, 662, 440], [784, 400, 808, 425], [807, 395, 827, 421], [912, 387, 926, 406]]","[784, 395, 827, 425]","[[784, 400, 808, 425], [807, 395, 827, 421]]",2.0,"[599, 417, 613, 445]",False,mapillary,706789117009716
706789117009716.jpg,56.0,0.0,9.0,1.0,"[[0, 707, 155, 767], [108, 443, 119, 469], [419, 427, 442, 459], [425, 432, 477, 585], [599, 417, 613, 445], [653, 416, 662, 440], [784, 400, 808, 425], [807, 395, 827, 421], [912, 387, 926, 406]]","[784, 395, 827, 425]","[[784, 400, 808, 425], [807, 395, 827, 421]]",2.0,"[653, 416, 662, 440]",False,mapillary,706789117009716
1796822760747736.jpg,64.0,0.0,8.0,1.0,"[[515, 604, 915, 763], [629, 332, 641, 360], [641, 335, 651, 359], [682, 331, 695, 373], [694, 336, 703, 362], [707, 341, 719, 368], [738, 341, 750, 372], [951, 373, 1022, 568]]","[629, 332, 651, 360]","[[629, 332, 641, 360], [641, 335, 651, 359]]",2.0,"[515, 604, 915, 763]",False,mapillary,1796822760747736
4105243966207823.jpg,66.0,0.0,2.0,1.0,"[[113, 264, 132, 302], [133, 268, 152, 302]]","[113, 264, 152, 302]","[[113, 264, 132, 302], [133, 268, 152, 302]]",2.0,,False,mapillary,4105243966207823
823981841883109.jpg,67.0,0.0,3.0,1.0,"[[109, 329, 133, 398], [139, 338, 165, 398], [182, 334, 212, 399]]","[109, 329, 165, 398]","[[109, 329, 133, 398], [139, 338, 165, 398]]",2.0,,False,mapillary,823981841883109
516189129413459.jpg,68.0,0.0,8.0,2.0,"[[0, 222, 112, 759], [330, 213, 447, 600], [448, 253, 514, 493], [553, 294, 613, 446], [588, 260, 625, 462], [710, 178, 838, 601], [842, 230, 927, 493], [916, 219, 1005, 465]]","[553, 260, 625, 462]","[[553, 294, 613, 446], [588, 260, 625, 462]]",2.0,,False,mapillary,516189129413459
516189129413459.jpg,68.0,1.0,8.0,2.0,"[[0, 222, 112, 759], [330, 213, 447, 600], [448, 253, 514, 493], [553, 294, 613, 446], [588, 260, 625, 462], [710, 178, 838, 601], [842, 230, 927, 493], [916, 219, 1005, 465]]","[842, 219, 1005, 493]","[[842, 230, 927, 493], [916, 219, 1005, 465]]",2.0,,False,mapillary,516189129413459
324610426136140.jpg,69.0,0.0,9.0,1.0,"[[0, 413, 65, 562], [136, 463, 182, 496], [353, 401, 369, 445], [392, 404, 403, 434], [591, 395, 602, 428], [605, 399, 617, 430], [652, 389, 670, 428], [776, 392, 792, 429], [820, 373, 848, 430]]","[591, 395, 617, 430]","[[591, 395, 602, 428], [605, 399, 617, 430]]",2.0,,False,mapillary,324610426136140
372378964631797.jpg,70.0,0.0,15.0,3.0,"[[32, 358, 52, 386], [73, 365, 88, 389], [108, 371, 131, 402], [330, 381, 375, 440], [373, 368, 392, 398], [439, 373, 463, 442], [469, 371, 495, 440], [525, 371, 553, 427], [598, 363, 621, 439], [696, 371, 729, 460], [787, 377, 813, 451], [808, 380, 839, 460], [905, 383, 919, 419], [937, 390, 964, 467], [969, 387, 996, 470]]","[439, 371, 495, 442]","[[439, 373, 463, 442], [469, 371, 495, 440]]",2.0,,False,mapillary,372378964631797
372378964631797.jpg,70.0,1.0,15.0,3.0,"[[32, 358, 52, 386], [73, 365, 88, 389], [108, 371, 131, 402], [330, 381, 375, 440], [373, 368, 392, 398], [439, 373, 463, 442], [469, 371, 495, 440], [525, 371, 553, 427], [598, 363, 621, 439], [696, 371, 729, 460], [787, 377, 813, 451], [808, 380, 839, 460], [905, 383, 919, 419], [937, 390, 964, 467], [969, 387, 996, 470]]","[696, 371, 813, 460]","[[696, 371, 729, 460], [787, 377, 813, 451]]",2.0,,False,mapillary,372378964631797
372378964631797.jpg,70.0,2.0,15.0,3.0,"[[32, 358, 52, 386], [73, 365, 88, 389], [108, 371, 131, 402], [330, 381, 375, 440], [373, 368, 392, 398], [439, 373, 463, 442], [469, 371, 495, 440], [525, 371, 553, 427], [598, 363, 621, 439], [696, 371, 729, 460], [787, 377, 813, 451], [808, 380, 839, 460], [905, 383, 919, 419], [937, 390, 964, 467], [969, 387, 996, 470]]","[937, 387, 996, 470]","[[937, 390, 964, 467], [969, 387, 996, 470]]",2.0,,False,mapillary,372378964631797
344057144491526.jpg,74.0,0.0,7.0,1.0,"[[137, 356, 171, 455], [256, 347, 267, 370], [294, 350, 304, 377], [321, 349, 333, 386], [358, 354, 378, 409], [379, 363, 405, 424], [606, 619, 1010, 765]]","[358, 354, 405, 424]","[[358, 354, 378, 409], [379, 363, 405, 424]]",2.0,"[294, 350, 304, 377]",False,mapillary,344057144491526
534302551076904.jpg,75.0,1.0,5.0,2.0,"[[299, 321, 309, 337], [308, 314, 320, 337], [378, 309, 391, 343], [389, 310, 405, 344], [435, 311, 447, 343]]","[378, 309, 405, 344]","[[378, 309, 391, 343], [389, 310, 405, 344]]",2.0,"[308, 314, 320, 337]",False,mapillary,534302551076904
1058273659239859.jpg,77.0,0.0,8.0,2.0,"[[13, 317, 82, 460], [330, 381, 347, 416], [436, 375, 483, 540], [469, 378, 519, 556], [522, 376, 568, 504], [549, 339, 642, 607], [628, 381, 660, 490], [656, 343, 733, 604]]","[436, 375, 519, 556]","[[436, 375, 483, 540], [469, 378, 519, 556]]",2.0,"[330, 381, 347, 416]",False,mapillary,1058273659239859
1058273659239859.jpg,77.0,1.0,8.0,2.0,"[[13, 317, 82, 460], [330, 381, 347, 416], [436, 375, 483, 540], [469, 378, 519, 556], [522, 376, 568, 504], [549, 339, 642, 607], [628, 381, 660, 490], [656, 343, 733, 604]]","[549, 339, 733, 607]","[[549, 339, 642, 607], [628, 381, 660, 490], [656, 343, 733, 604]]",3.0,"[330, 381, 347, 416]",False,mapillary,1058273659239859
223934003219940.jpg,80.0,0.0,9.0,2.0,"[[144, 402, 167, 474], [196, 395, 219, 468], [374, 402, 392, 443], [392, 404, 406, 443], [424, 410, 440, 436], [468, 402, 480, 436], [495, 405, 519, 438], [558, 400, 573, 436], [605, 404, 635, 470]]","[144, 395, 219, 474]","[[144, 402, 167, 474], [196, 395, 219, 468]]",2.0,,False,mapillary,223934003219940
223934003219940.jpg,80.0,1.0,9.0,2.0,"[[144, 402, 167, 474], [196, 395, 219, 468], [374, 402, 392, 443], [392, 404, 406, 443], [424, 410, 440, 436], [468, 402, 480, 436], [495, 405, 519, 438], [558, 400, 573, 436], [605, 404, 635, 470]]","[374, 402, 406, 443]","[[374, 402, 392, 443], [392, 404, 406, 443]]",2.0,,False,mapillary,223934003219940
298026513328945.jpg,81.0,0.0,5.0,1.0,"[[549, 324, 569, 393], [585, 351, 595, 380], [615, 345, 629, 380], [901, 310, 939, 418], [941, 309, 984, 418]]","[901, 309, 984, 418]","[[901, 310, 939, 418], [941, 309, 984, 418]]",2.0,,False,mapillary,298026513328945
515552160242287.jpg,85.0,0.0,9.0,2.0,"[[0, 436, 233, 763], [16, 395, 74, 503], [77, 402, 115, 512], [98, 405, 134, 508], [176, 404, 271, 598], [348, 367, 376, 420], [393, 357, 408, 416], [399, 361, 426, 416], [986, 358, 1003, 379]]","[77, 402, 134, 512]","[[77, 402, 115, 512], [98, 405, 134, 508]]",2.0,,False,mapillary,515552160242287
515552160242287.jpg,85.0,1.0,9.0,2.0,"[[0, 436, 233, 763], [16, 395, 74, 503], [77, 402, 115, 512], [98, 405, 134, 508], [176, 404, 271, 598], [348, 367, 376, 420], [393, 357, 408, 416], [399, 361, 426, 416], [986, 358, 1003, 379]]","[393, 357, 426, 416]","[[393, 357, 408, 416], [399, 361, 426, 416]]",2.0,,False,mapillary,515552160242287
165512352089053.jpg,87.0,0.0,5.0,2.0,"[[72, 328, 91, 365], [855, 358, 868, 382], [867, 347, 881, 382], [919, 348, 937, 388], [938, 365, 950, 388]]","[855, 347, 881, 382]","[[855, 358, 868, 382], [867, 347, 881, 382]]",2.0,"[72, 328, 91, 365]",False,mapillary,165512352089053
165512352089053.jpg,87.0,1.0,5.0,2.0,"[[72, 328, 91, 365], [855, 358, 868, 382], [867, 347, 881, 382], [919, 348, 937, 388], [938, 365, 950, 388]]","[919, 348, 950, 388]","[[919, 348, 937, 388], [938, 365, 950, 388]]",2.0,"[72, 328, 91, 365]",False,mapillary,165512352089053
855278043081180.jpg,90.0,0.0,4.0,1.0,"[[1, 3, 175, 760], [429, 259, 457, 351], [453, 242, 493, 360], [522, 159, 676, 570]]","[429, 242, 493, 360]","[[429, 259, 457, 351], [453, 242, 493, 360]]",2.0,,False,mapillary,855278043081180
6458895910849329.jpg,92.0,0.0,11.0,1.0,"[[110, 412, 134, 475], [305, 422, 340, 493], [353, 430, 378, 469], [371, 414, 401, 481], [433, 429, 481, 544], [498, 416, 533, 516], [593, 420, 620, 504], [836, 583, 1023, 764], [881, 393, 902, 443], [923, 392, 933, 420], [974, 391, 994, 423]]","[353, 414, 401, 481]","[[353, 430, 378, 469], [371, 414, 401, 481]]",2.0,,False,mapillary,6458895910849329
743522956314188.jpg,94.0,0.0,3.0,1.0,"[[894, 373, 914, 464], [920, 352, 950, 468], [969, 347, 1007, 478]]","[894, 347, 1007, 478]","[[894, 373, 914, 464], [920, 352, 950, 468], [969, 347, 1007, 478]]",3.0,,False,mapillary,743522956314188
994328091373415.jpg,95.0,0.0,12.0,2.0,"[[132, 262, 160, 319], [155, 262, 169, 299], [185, 256, 207, 313], [202, 253, 231, 340], [227, 260, 249, 336], [242, 262, 260, 314], [565, 283, 582, 319], [605, 275, 619, 315], [623, 261, 663, 343], [661, 281, 676, 319], [672, 260, 701, 338], [691, 260, 733, 343]]","[202, 253, 249, 340]","[[202, 253, 231, 340], [227, 260, 249, 336]]",2.0,,False,mapillary,994328091373415
